361,"人这一生
会有多少个五年
从17岁到21岁
我相信我会嫁给爱情的
我依然憧憬爱情"
362,刚刚听Siri讲笑话过来的
363,喝多以后找你朋友问你的情况你朋友让我主动联系你.我忍了好久最终在那晚没忍住给你发了短信问你最近还好吗？你告诉我别来找我了晚安吧.我说嗯就是我想你了.后来我知道了你是故意把qq设置不让我加的.不爱了就是不爱了吧.
364,那是一个阳光很好的日子，他在我旁边轻唱着这首歌。我转过头，和他对视，又若无其事地转回了头。如果能再回到我们认识的第一天多好，那么未来一定会不一样。
365,昨天你给我说，这五年来，你好累，你问我累不累，其实即使我累，我也会说不累，回不去了。
366,感觉今天才真正听懂这首歌，或许是听自己的故事吧。
367,"后来的我们从形影不离到视若无睹
后来的我们从熟悉又归于陌生
后来的我们什么都有了却没有了我们
你说的我们没有彼此一样也能过得很好
可你不知道无数个睡不着的夜晚我只能悄悄翻着你的动态你的照片偷偷的抹眼泪
你不知道每次明明很想见你可见到你还要视而不见的辛酸
我希望你过得很好也不要让我知道"
368,蟹蟹[可爱]
369,正悲伤地听着歌 看到你这条评论噗嗤笑了出来[多多笑哭]
370,这首歌很有回忆吧
371,后悔未日
372,回来
373,我以为我忘记你了
374,嗯
375,可惜不是你陪我到最后…还是感谢你永驻在我心
376,方涛，对不起。
377,感慨万千 再也回不去了
378,到最后，我还是想知道你是否会为一个人放弃自己
379,今年年底满30，前段时间刚刚错过了一个我很喜欢的姑娘，今天还见了她，含泪祝她和那个她选择的人过得好。新年，希望我也会遇到个我爱的人，而且这次不要错过了。
380,回来吧，猪婆，莫文婷
381,"我和他认识了三年初三的时候才在一起的但我们分分合合很多次
每次都是因为一些小事分开后来又因为想念和喜欢和好了。
中考的前一晚我和他又分手了是他提的他没说原因。我也没挽留。我最后也没考上高中也听说他去外地上学了。那时候还挺失望的然后就失去联系了到现在也没再见过面。"
382,有故事的人
383,我来了你看
384,我等着
385,同城有缘
386,"我们彼此相向，渐行渐远，后来，总想在别人那里装作不经意地打听你的消息。
后来，有的人劝我放弃。
后来，我想见面只是陌生人吧。
我们都不回头，往各自的路上继续前行
为什么，连一个偷偷知道你消息的方式都断绝呢。
你不知道的是，我也慢了一步，2019我们在同个跑道上。
祝你高考高榜提名。"
387,后来我喜欢她，可是只是后来
388,我想拉一个群 没有小广告 也没有小程序 就一群漂泊网易云的人聚在一块 每天分享一首喜欢的歌  民谣什么都可以的 你点赞 我私你
389,最拍没争吵的分手
390,喜欢就主动啊，哪来的掉价这一说
391,是啊
392,好
393,对对对，万恶的输入法
394,后来再也不再见。
395,没有穆然想起，只有埋藏心里
396,他今天看我空间了
397,我又来了
398,嘿
399,哎，总想牵牵手就能一辈子，但却活在了上了床都没有结果的时代。[哀伤]
400,女生主动真的很掉价吗？
401,后来，在这十万多的评论里，我也不敢打出你的名字
402,后来我再也没有大哭大闹求你回来，纵然万般不舍，我也只是擦掉眼泪头也不回的往前走[心碎]
